English,Uzbek
fruitful,mevali
scoundrel,xasis
coasts,qirg'oq
starve,och qolmoq
Denmark,Denmark
Scots,Skots
consultation,maslahat
habitation,uyatli yashash
goat,echki
howling,qaysar
tailor,tikuvchi
flourish,gullash
trifles,arzimas
dashing,dosh
disappearance,yo'q bo'lib ketish
sour,nordon
practicable,amalga oshadigan
shameful,sharmandali
inviting,taklif qilmoq
criminals,jinoyatchilar
leisurely,bemalol
accumulated,to'plangan
audible,eshitiladigan
topics,Mavzular
expends,xarajat
radiance,nur sochish
underline,chizma chizig'i
parade,parad
spoils,o'lja
helmet,dubulg'a
consternation,qiynash
expenditures,xarajat
impose,qo'llamoq
originator,asoschi
pa,pa
unequal,tengsiz
wooded,o'rmonli
enduring,bardoshli
ox,ho'kiz
valet,valent
proclaim,e'lon qilmoq
Carl,Karl
impossibility,mumkin emaslik
Lydia,Lidiya
territories,hududlar
deference,hurmatsizlik
ravine,jarlik
Geoffrey,Jon
Blanche,Puflamoq
accommodation,turar joy
boyish,beadab
spray,purkash
theological,ilohiy
anonymous,anonim
injurious,zararli
formally,rasmiy ravishda
sports,sport
ab,ab
scales,tarozi
Wyoming,Qo'rqish
discontinue,to'xtatmoq
calf,buzoq
manual,qo'llanma
disturbing,bezovta qiluvchi
potent,kuchli
anticipation,oldindan sezib lazzatlanish
melt,eritma
tilde,tilim
Thames,Temp
grade,baho
mischievous,yaramas
pang,pirog
pathos,patos
alternately,navbat bilan
brisk,jonli
stool,axlat
justification,oqlash
foreigner,chet ellik
endeavouring,harakat qilmoq
satire,satira
Al,Aldamoq
delete,o'chirmoq
masculine,erkak
spies,Ayollar
umbrella,soyabon
transportation,tashish
yell,baqirmoq
remnant,qoldiq
boot,yuklash
ignored,e'tiborga olinmagan
thrilling,hayajonli
ale,aldamoq
mineral,mineral
goose,g'oz
Nebraska,Nebraska
truce,sulh
lastly,nihoyat
airy,atirgul
sketches,eskiz
groves,granlar
col.,Kold
11th,11-chi
comprehension,tushunish
cling,yopishib olmoq
duck,o'rdak
abyss,qalam
Alaska,Aldamoq
baffled,xalaqit
planning,rejalashtirish
abominable,jirkanch
aversion,nafrat
drawings,chizma
customers,xaridorlar
weird,g'alati
Stewart,Boshqaruvchi
traveled,sayohat qilingan
Alan,Alan
incessantly,befarq
flattery,xushomadgo'y
director,direktor
improbable,aqlga sig'maydigan
moderation,moderatsiya
awakening,uyg'onish
males,erkaklar
pairs,juftlik
temporal,vaqtinchalik
con,konus
nicely,yaxshi
lapse,pasayish
vitality,muhimlik
soap,sovun
patriot,vatanparvar
malicious,zararli
eyed,ko'zi
pirates,qaroqchilar
enforce,majburlash
doll,qo'g'irchoq
briskly,shiddatli
sez,sayoz
skeleton,skelet
comprehensive,keng qamrovli
buttons,tugmasi
crushing,maydalash
personages,shaxs
threaten,tahdid qilmoq
nuts,yong'oq
undone,bekor qilmoq
wright,nishonlamoq
frankness,ochiqchilik
hides,yashirin
progressive,progressiv
Rogers,Rogers
villa,villa
Aristotle,Aristotel
resource,manba
IRS,Irs
confine,cheklamoq
sewing,tikish
CO,Ko
congratulate,tabriklamoq
Walt,Foyda
reconcile,yarashtirmoq
insurance,sug'urta
terminated,tugatilgan
dusky,qorong'i
appoint,tayinlamoq
pearl,dur
thrilled,hayajonlangan
gains,yutuq
interrupt,to'xtatmoq
extravagance,isrofgarchilik
jokes,hazil
suppress,bostirmoq
quod,so'lmoq
signify,ifoda etmoq
layer,qatlam
clue,zanjir
kettle,chovgum
contemplate,o'ylamoq
aforesaid,yuqorida aytib o'tilgan
tooth,tish
sensibility,sezuvchanlik
boldness,jasorat
mature,etuk
Cuba,Kubalik
tolerable,bardoshli
rabbit,quyon
befallen,yuz o'gir
needless,keraksiz
Yankee,Yanke
awaken,uyg'otmoq
clasp,qallob
lets,kafolat bermoq
blinded,ko'r
conductor,konvertor
dependence,qaramlik
guarantee,kafolat
affectionately,mehr bilan
player,o'yinchi
wires,simlar
thicket,quyuq
walker,qo'rqoq
outstretched,cho'zilgan
procedure,tartib
wheeled,g'ildirakli
aye,ayyorlik
oneself,o'zini
recommendation,tavsiyanoma
projecting,loyihalashtirish
shriek,shirk
futile,befoyda
cheerfulness,quvnoqlik
deity,ilohiy
fifteenth,o'n beshinchi
gap,bo'shliq
muscular,mushaklarga oid
dripping,tomchilamoq
insect,hasharot
values,qiymatlar
brooding,podshoh
restaurant,restoran
baptism,suvga cho'mish
imaginative,xayoliy
rhyme,qofiya
exhaustion,charchoq
intrigue,fitna
senseless,ma'nosiz
Hercules,Xerkullar
yearly,har yili
baron,baron
occupying,ishg'ol qilmoq
imply,nazarda tutmoq
absurdity,bema'nilik
launched,ishga tushirilgan
resolutely,qat'iyat bilan
vowed,nazokat
attach,biriktirmoq
characterized,xarakterli
fellowship,sheriklik
posture,holat
caps,qopqoq
Leon,Leon
demanding,talabchan
owl,boyo'g'li
beset,bostirib qo'ymoq
ensuring,ta'minlash
suite,sulog
Tennyson,Tennison
thereto,muhokama qilmoq
heaped,yig'ilgan
jewel,qimmatbaho tosh
regained,tikilgan
voluntarily,o'z ixtiyori bilan
longitude,uzunlik
permanently,doimiy ravishda
jumping,sakrash
babe,go'dak
secondly,ikkinchidan
violin,skripka
rogue,rogust
rainy,yomg'irli
reconciliation,yarashish
emotional,hissiy
radical,radikal
accursed,la'nati
tendencies,tendentsiyalar
concrete,beton
resident,rezident
lustre,yorqin
hull,xor
ominous,vahimali
overboard,haddan tashqari
uproar,shovqin-suron
cavern,g'or
combine,aralashtirmoq
respectively,mos ravishda
menace,tahlika
pilgrims,ziyoratchi
Jeff,Jeff
peak,cho'qqi
currency,pul
silken,ipak
violet,binafsha
Khan,Xan
mastery,mahoratli
objective,maqsad
plucked,yulib qolgan
litter,axlat
memorial,yodgorlik
bids,takliflar
fondly,mehribon
clapped,qarsak chalilgan
tariff,tarif
beneficial,foydali
unsolicited,istalmagan
reluctant,xohlamagan
separately,alohida
patronage,homiylik
revenues,daromad
dragon,ajdaho
Zeus,Zevs
mike,mik
ranges,tezlik
vexation,g'am
indicates,ko'rsatadi
overheard,eshitish
tray,patnis
Raymond,Raymond
thereafter,keyinchalik
exporting,Eksportlash
mound,usta
taxation,soliq solish
frenzy,aqldan ozgan
horizontal,gorizontal
thirsty,chanqagan
disputed,bahsli
charter,nizom
redistribution,qayta taqsimlanish
boasted,maqtanib qolgan
item,buyum
Moscow,Moskva
termination,tugatish
eminently,juda
suggestive,taklif qilmoq
linger,cho'zmoq
shady,soyali
calculation,hisoblash
expansion,kengaytirish
mast,mast
confer,maslahat bermoq
Sophia,Sofiya
commanders,Qo'mondonlar
pitied,achinib qolgan
twist,buramoq
traditional,an'anaviy
involve,o'z ichiga olmoq
interfered,aralashgan
Achilles,Qaysar
wanton,xunuk
repay,to'lamoq
brother-in-law,kuyov; pochcha
routine,odatdagi
son-in-law,kuyov
Gaul,Guuls
groom,kuyov
solve,hal qilmoq
grassy,o'tloq
tempt,fasva
unsuccessful,muvaffaqiyatsiz
witty,xasis
politician,siyosatchi
yearning,orzu
lid,qopqoq
noticing,tushunib bo'lmaydigan
courtiers,sudlanuvchi
cheering,quvnoq
bounty,fazyul
consequent,natija
renown,taniqli
regulation,tartibga solish
fowl,parranda
mayor,mer
wrinkled,ajinli
defy,qo'pol
threads,iplar
violation,buzish
junction,birikish
boss,xo'jayin
particles,zarralar
glories,shon-sharaflar
signifies,ma'noni anglatadi
constrained,cheklangan
paternal,otasi
piles,pilo
hardware,apparat
engaging,jozibali
e.g.,E.G.
peer,tengdosh
counties,okrug
mocking,masxara qilmoq
ch.,ch.
avoiding,oldini olish
rebuke,tanbeh bermoq
abolished,bekor qilindi
cheers,quvnoq
idiot,ahmoq
3rd,3-chi
morbid,morjid
wrung,shayton
e-mail,elektron pochta
outcome,natija
gilt,horg'in
coldness,sovuqqonlik
applying,qo'llamoq
strand,ko'niktirmoq
renowned,taniqli
fishermen,baliqchi
creative,ijodiy
circus,sirk
moustache,mo'ylov
proverb,maqol
lowering,tushirish
biggest,eng katta
sly,ayyor
nursing,hamshiralik ishi
boon,g'altak
weighing,tortish
Oklahoma,Kichkina
brink,changlamoq
degraded,tanazzul
avenge,qasos olmoq
hum,ho'l
minority,ozchilik
Spaniard,Ispaniyalik
ridges,tizma
perils,tahlika
Larry,Narida
merchandise,savdogar
aloof,beadab
despairing,umidsizlik
acquisition,sotib olish
asylum,boshpana
chickens,tovuq
placid,zich
affirm,tasdiqlamoq
trod,trod
gardener,bog'bon
schedule,jadval
calmness,tinchlik
protector,himoyachi
concealment,yashnash
trench,xandaq
fore,oldingi
accession,qo'shilish
h,r
dey,dum
connexion,bog'lovchi
Cairo,Kair
mend,tuzatmoq
considers,ko'rib chiqadi
twenty-one,yigirma bir
municipal,munitsipal
achievements,yutuqlar
cherish,qadrdon
deserving,loyiq
exert,ta'sir qilmoq
riot,isyon
veteran,veteran
advancement,o'sish
inventor,ixtirochi
meek,kamtar
Cameron,Kamera
hopelessly,umidsiz
judicious,munofiq
tending,kuchsiz
testify,guvohlik bermoq
governess,davlat
orchestra,orkestr
garb,libos
condemnation,hukm qilish
foregoing,yuqorida aytilgan
bacon,Bekon
maternal,onalik
wasting,isrof
Australian,Avstraliyalik
strata,qatlam
hushed,xush
Maryland,Merilend
sculpture,haykal
miniature,miniatyura
corrections,Tuzatishlar
tangled,chalkash
completion,tugatish
regulated,tartibga solingan
Athenian,Ateniyalik kishi
flavor,lazzat
brand,brend
intimately,yaqinda
unlimited,cheksiz
dipped,botir
luggage,bagaj
inconsistent,tengdosh
forsaken,o'chmas
feebly,sezgir
woven,to'qilgan
Lloyd,Lloyd
rubbish,axlat
tool,asbob
spirited,dadil
christendom,xristian olami
chaos,betartiblik
twinkling,ochko'z
muffled,xasis
accents,urg'u
accidentally,tasodifan
degradation,tanazzul
emancipation,ozod qilish
prosecution,ayblash
Cleveland,Klivlend
outbreak,avj olish
defending,himoya qilmoq
dwarf,mitti
abundantly,mo'l-ko'l
turner,aylanuvchi
disadvantage,noqulaylik
abolition,bekor qilish
disregard,e'tiborsizlik
deliberation,muhokama qilish
filthy,iflos
AK,Oq
notifies,xabardor qiladi
dealings,bitim
demonstrated,namoyish etilgan
paced,surgun
tense,tarang
drums,baraban
interpreter,tarjimon
vanish,yo'qolish
astray,adashmoq
hen,tovuq
workman,ishchi
asunder,ochiq
baked,pishiq
Baltimore,Baltimor
bustle,shovqin qilmoq
winged,qanotli
mentioning,esdalik
pastoral,pastoral
fabric,mato
trim,bezamoq
musician,musiqachi
twenty-two,yigirma ikki
patty,patnis
mentally,aqliy
wrecked,vayron qilingan
discreet,aqlli
Godfrey,Qo'rqqan
apostle,havoriy
ledge,tortma
roast,qovurmoq
accessed,kirib boradigan
preface,muqaddima
convincing,ishonadigan
quiver,chigal
stocks,aktsiyalar
mourn,motam tutmoq
commented,sharh berdi
redistribute,qayta taqsimlamoq
precipice,jarlik
outdated,eskirgan
Juliet,Jabzal
dialect,dialekt
elementary,boshlang'ich
freight,yuk tashish
cowardice,qo'rqoqlik
wipe,artib olmoq
deserts,cho'llar
shelves,javonlar
denial,rad qilmoq
1b,1b
traits,fazilatlar
denounced,tanqid qilingan
Eric,Erik
underground,yer osti
phantom,fantom
whirling,ayyorlik
pecuniary,pora
dire,qo'rqitmoq
hostilities,harbiy harakatlar
gait,tutmoq
it'll,u
vividly,yaqqol
instruct,o'rgatmoq
dickens,dik
puritan,puritan
clutched,sopol
acknowledgment,tan olish
conjunction,qo'shilish
oppressive,zolim
intermediate,oraliq
formula,formula
Hungary,Osma
sneer,masxara qilmoq
ore,ruda
plentiful,mo'l-ko'l
plump,sho'x
combinations,Kombinatsiyalar
purest,sof
cheat,aldamoq
doubly,ikki baravar
inadequate,yetarli emas
Leslie,Lesli
blest,tiniq
forbear,ta'qib qilmoq
haunt,juda xursandman
treaties,shartnoma
fearless,qo'rqmas
constable,konstable
enveloped,o'ralgan
enmity,adovat
Watson,Watson
bridegroom,kuyov
curate,sita qilmoq
developing,rivojlanayotgan
frock,frok
mining,qazib olish
audacity,kuchli
improper,noto'g'ri
motto,shior
Parisian,Parijlik
faction,fraksiya
architect,arxitura
melting,erish
delicately,beadab
register,ro'yxatga olmoq
heroine,qahramon
indefinite,noma'lum
console,konsol
defensive,mudofaa
perceptible,sezilarli
fruitless,mevasiz
ransom,to'lov
surplus,ortiqcha
solicitude,biror narsa
effectual,ta'sirli
shiver,qaltirash
gal,gal
wed,xom
contemptuous,nafratli
plough,shudgor qilmoq
snakes,ilon
felicity,saodat
reef,rif
outset,boshlanishi
constitutes,tashkil qilmoq
lament,yig'lamoq
tissue,to'qima
draft,qoralama
impelled,xalaqit beradigan
epic,epik epik
fisherman,baliqchi
Hawaii,Havayi
obstinacy,qaysarlik
Ulysses,Ulysss
lemon,limon
Voltaire,Volter
hound,o'ramoq
measuring,o'lchash
conscientious,vijdonli
robber,qaroqchi
toy,o'yinchoq
impart,ko'rsatmoq
statute,nizom
Barry,Barri
girdle,kamar
basil,porail
rebellious,isyonchi
stair,zinapoya
biting,tishlamoq
consulting,maslahat
perseverance,qat'iyat
manila,manila
massacre,qirg'in
cough,yo'tal
blazed,o'tkir
Claude,Klaviat
transition,o'tish
button,tugmasi
headache,bosh og'rig'i
Word,So'z
tenant,ijarachi
burns,kuyish
harmonious,uyg'otadigan
dreamy,xayolparast
burgundy,qoraygan
collections,To'plamlar
unkind,qo'pol
inscribed,yozib qo'yilgan
cushions,yostiq
programme,dastur
din,did
laborious,mashaqqatli
manufacturing,Ishlab chiqarish
markets,Bozorlar
zone,zona
humane,insonparvar
AC,O'tkir
fertility,unumdorlik
languid,ridiq
ninth,to'qqizinchi
curses,la'natlar
introducing,tanishtirish
alcohol,alkogol
impending,yaqin
declining,pasayish
advantageous,foydali
heal,tuzatmoq
millennium,ming yillik
Karl,Karl
ft.,ft.
staid,zanjir
planting,ekish
theatrical,teatr
spectator,tomoshabin
Winchester,Vinchester
greedy,ochko'z
commonwealth,hamdo'stlik
suffrage,saylov huquqi
tremulous,qasq
commodities,tovarlar
stuffed,to'ldirilgan
admitting,tan olish
aching,og'ish
ninety,to'qson
discomfort,noqulaylik
imperative,juda katta
Montreal,Montreal
bobby,bobbi
bachelor,bakalavr
geographical,geografik
longest,eng uzoq
courageous,jasur
carpenter,duradgor
Sundays,Yakshanba
concluding,xulosa
danish,Daniya
steer,boshqarmoq
influential,ta'sirchan
surround,o'rab olmoq
random,tasodifiy
ounce,untsiya
afresh,yangidan
dictated,diktated
ruddy,qo'pol
rusty,zanglagan
drown,cho'ktirmoq
Irving,So'qmoq
slide,slayd
sow,ekmoq
appalling,qo'rqinchli
profess,dog 'qilmoq
sickly,kasal
rides,minish
spoon,qoshiq
imminent,yaqin
dominant,dominant
leadership,rahbarlik
pinch,chimdi
wearily,charchab
ducks,o'rdak
diary,kundalik
duchess,ishlamoq
regain,qayta tiklamoq
rum,ROM
churchyard,cherkov joylari
fondness,xushbo'ylik
apprehend,ushlamoq
ordinarily,odatdagidek
quicker,tezroq
thereon,shu zahotiyoq
ni,ni
balloon,shar
individuality,o'ziga xoslik
securely,ishonchli
connecting,ulanish
celebrate,nishonlamoq
bluff,pirog
dawned,ziqna
amiss,aqidasi
chalk,bo'r
sticking,yopishqoq
fuss,notinch
dazed,zolim
deputy,deputat
forsake,so'lmoq
automobile,avtomobil
discussions,Munozaralar
Harrison,Xarrison
refreshment,ko'nishmoq
amendment,tuzatish
appealing,jozibali
Eden,Shodlik
vertical,vertikal
insufficient,yetarli emas
Manchester,Oqester
hem,xam
gorge,daryo
baptized,suvga cho'mgan
damn,Jin ursin
silvery,kulimsirash
pastor,pastor
inherent,o'ziga xos
preventing,oldini olish
inference,xulosa
advertisement,reklama
mutton,qo'y go'shti
packing,Qadoqlash
enclosure,to'siq
theft,o'g'irlik
publisher,noshir
spontaneous,o'z-o'zidan
Otto,Ot
rats,kalamushlar
apparition,ehtimollik
refreshing,tetiklash
Irene,Igna
sweetheart,Jonginam
renounce,voz kechmoq
lifeless,jonsiz
adore,sajda qilmoq
vinegar,sirka
Normandy,Niqob
uncovered,ochilmagan
utility,qulaylik
orphan,yetim
symbols,belgilar
gracefully,mo''tolli
mightily,kuchli
peculiarity,o'ziga xoslik
ash,kul
floods,toshqin
partake,taqsimlamoq
contemptible,nafratli
deities,xudolar
profane,gom
foreseen,oldindan ko'rmoq
ti,ti
conceit,mag'rur
commend,maqtamoq
twelfth,o'n ikkinchi
Bristol,Bristol
manifestation,namoyon
revive,jonlantirmoq
prone,moyil
connect,ulanmoq
princely,xasis
overtake,ov qilmoq
improving,yaxshilash
downwards,pastga
ferocious,xunuk
intervention,aralashuv
subsistence,yashash
susceptible,sezgir
tunnel,tunnel
disciple,shogird
revival,tikish
twins,egizaklar
ivy,pechak
puzzle,jumboq
citadel,qaltirash
temporarily,vaqtincha
despotism,niqoblik
internet,Internet
mechanism,mexanizm
stoop,egiluvchan
directors,rejissyorlar
mathematics,matematika
raft,raft
fade,so'lmoq
soothe,tinchlantirmoq
pork,cho'chqa go'shti
substituted,o'rnini almashtirmoqda
physically,jismonan
brilliancy,brilliancy
dot,nuqta
loaf,g'alla
expanse,keng tarqalgan
shocking,hayratda qoldiradigan
rudely,qo'pol
isle,oriq
balanced,muvozanatli
extracted,qazib olingan
fable,afsonaviy
matches,gugurtlar
index,indeks
Gerard,Gerar
cigars,sigaret
liver,jigar
transmit,uzatmoq
dispatch,jo'natmoq
onto,ustiga
veranda,ayvon
dip,cho'ktirmoq
inexplicable,tushunib bo'lmaydigan
liar,yolg'onchi
diminish,kichraytirmoq
dungeon,zindon
unit,birlik
pagan,butparast
Phillips,Filipp
brig,briga
monopoly,monopoliya
rim,rim
sordid,boshliq
complaining,shikoyat qilish
temperate,temp
chat,chat
gambling,qimor
maps,xaritalar
amber,kemirmoq
trot,trot
howl,qayramoq
shipping,yuk tashish; yetkazib berish
ton,tonna
magazines,jurnal
bricks,g'isht
submarine,suv osti kemasi
Roberts,Roberts
Cumberland,Kumbet
Cecil,Saxiy
semblance,o'xshashlik
Palestine,Falastinlik
perpendicular,perpendikulyar
regardless,qaramay
fervent,qizg'in
sane,sog'lom
wreath,gulchambar
animation,animatsiya
earthquake,zilzila
sloping,eğimli
smoothly,silliq qilib
tension,keskinlik
intrigues,fitna
fearfully,qo'rqinchli
macaulay,macuay
laboratory,laboratoriya
cork,mantar
comments,Izohlar
whale,kit
wedded,nikohsiz
whiteness,oqlik
convicted,sudlangan
deception,aldash
paved,asfaltlangan
scruple,skruple
paintings,rasmlar
therewith,shu bilan
religions,Dinlar
governing,boshqaruv
colleagues,hamkasblar
shrinking,kichraytirish
tickets,chiptalar
prophetic,bashoratli
undergo,duchor
hare,quyon
haze,tuman
poisonous,zaharli
omit,e'tibor bermoq
beware,ehtiyot bo'ling
sagacity,ziyraklik
concession,kelishish
worker,ishchi
ted,ted
incline,moyil
caste,kasta
leapt,sakramoq
dissatisfied,norozi
hardest,qattiq
self-control,o'zini boshqarish
toilet,hojatxona
buddha,Budda
offense,jinoyat
woodland,o'rmonli o'rmon
gentry,gentry
starvation,ochlik
grudge,g'amgin
penance,jazo
tips,Maslahatlar
rooted,ildiz otilgan
outburst,shilimshiq
fortitude,chidamlilik
turk,turk
devour,yutib yubormoq
malignant,maftunkor
accorded,xolis
brandon,brendon
anticipate,oldindan ko'rmoq
speechless,gung
inquisition,inkvizitsiya
eccentric,eksantrik
anecdote,latifa
annals,yil
scrutiny,qo'rqinch
burroughs,bog '
rhythm,ritm
discord,kelishmovchilik
marius,minius
diversion,burilish
archie,archi
rat,kalamush
knit,to'qish
correspond,mos keladi
detain,hibsga olmoq
dis,nizo
esp,jodu
interpret,sharhlamoq
vehement,kuchli
soda,soda
naughty,yaramaydigan
salon,salon
operate,ishlamoq
idly,beadab
imperious,rahmsiz
Peru,Peru
candid,samimiy
Whig,Shlak
blooming,gullash
wharf,xasirlamoq
disgraceful,sharmandali
stunned,hayron qolgan
redemption,qutqarish
drain,drenajlamoq
wage,ish haqi
cooper,kooper
embassy,Elchixona
unfinished,tugallanmagan
nasty,jirkanch
impetuous,shiddatli
cemetery,qabriston
oblivion,esdan chiqarish
prohibited,taqiqlangan
breeches,shim
abound,mo'l-ko'l
Christine,Kino
frivolous,beadab
Hugo,Xunuk
essays,insho
plaster,gips
tap,tegmoq
chairman,rais
dismiss,ishdan bo'shatmoq
Katherine,Ketrin
provoke,qo'zg'atmoq
reside,istiqomat qilmoq
deficient,kamchilik
decoration,bezatish
heroism,qahramonlik
toe,oyoq barmoq
wade,jadal
apparel,libos
hazel,hazel
inability,qobiliyatsizlik
farthest,eng uzoq
invent,ixtiro qilmoq
knave,ziqna
twain,ikkiga
carelessness,ehtiyotsizlik
affectation,ta'sir
connections,Ulanishlar
climax,eng yuqori darajadagi
avowed,qo'rqinchli
industries,sanoat tarmoqlari
brood,zoti
tempting,jozibador
define,aniqlamoq
antwerp,antverp
forefathers,ota-bobo
stretches,cho'zilgan
gratifying,mamnunlik
plight,qattiq
restricted,cheklangan
cupboard,Javon
ludicrous,duduqli
alms,sadaqa
colossal,ulkan
stupidity,ahmoqlik
monotony,mona
stimulus,rag'batlantiruvchi
vigilance,hushyorlik
digest,hazm qilmoq
vale,valon
overcoat,palto
colorado,kolorado
wink,ko'z qismoq
nous,xunuk
rack,raf
incomprehensible,tushunarsiz
antagonist,antagonist
methinks,Metish
barley,arpa
plateau,plato
superintendent,boshliq
indescribable,ta'riflab bo'lmaydigan
expanded,kengaytirilgan
presentation,taqdimot
archbishop,arxiyepiskop
devise,o'ylab chiqarmoq
rubber,kauchuk
adieu,adayu
exclude,chiqarib tashlamoq
carts,aravachalar
lone,yolg'iz
whisky,viski
abuses,suiiste'mollik
inflict,buzmoq
nightfall,tungi
counts,hisoblaydi
chocolate,shokolad
privileged,imtiyozli
hermit,homiy
exultation,shodlik
overtook,ovchaymoq
coincidence,tasodifiy
scratch,tirnalmoq
screw,vint
caravan,karvon
divert,chalg'itmoq
eliza,elitsa
comparing,taqqoslash
hood,kaput
explore,o'rganmoq
glove,qo'lqop
chaste,shodlik
whirl,aylantirmoq
adventurous,sarguzashtli
skipper,chang'i
tiresome,charchatuvchi
implements,amalga oshiriladi
recompense,mukofot
plank,taxta
insure,sug'urta qilmoq
laboured,mehnatsevar
exaggeration,mubolag'a
mi,mi
shepherds,cho'ponlar
lilies,yalang'och
ballad,ballada
befall,yetilmoq
cylinder,tsilindr
teddy,ayyor
summary,qisqacha ma'lumot
daresay,zusion
photographs,Fotosuratlar
colleges,Kollejlar
dissolution,eritish
geneva,shayton
marches,yurish
instituted,O'rnatilgan
seals,muhrlar
vehemence,kuch
chaplain,ruhoniy
knots,tugun
wail,faryod
kneel,tiz cho'kmoq
unlikely,dargumon
deceit,yolg'on
challenged,qiyinchiliklarga duch kelmagan
geography,geografiya
herald,herald
lowly,kam
peep,peeps
swarm,to'lamoq
clarke,kamak
joyfully,quvonch bilan
engraved,o'yma
ll,ll
bowels,ichak
purposely,ataylab
blindness,ko'rlik
systematic,muntazam
virtually,to'g'risini aytganda
conformity,muvofiqlik
remedies,davolanish
maxim,mixim
indexes,indekslar
marshall,marshall
baking,pishirish
invincible,yengilmas
impertinent,qo'pol
bust,büst
visage,ko'rish qobiliyati
intuition,sezgi
mingle,aralashib ketmoq
bathing,cho'milish
arched,armed
investment,sarmoya
tabernacle,chodir
86,86
client,mijoz
ghostly,sharmandali
furs,mo'ynasi
catalogue,katalog
dock,dok
tenor,tenor
arouse,yasamoq
verbal,og'zaki
excessively,haddan tashqari
brazil,braziliya
strenuous,qattiq
irishman,irlandiyalik
recess,tanaffus
unclean,nopok
psalms,Zaburlar
analogy,o'xshashlik
chemistry,kimyo
peninsula,yarim orol
infer,xulosa qilmoq
maritime,dengizga oid
secular,dunyoviy
hawk,qirg'iy
rein,shodlanmoq
averted,orttirgan
bake,pishirmoq
constantine,konstantina
oracle,orol
alley,xiyobon
softness,yumshoqlik
pierce,teshmoq
spinning,shiddatli
snatch,tortmoq
manufactured,Ishlab chiqarilgan
launch,boshlamoq
psychology,psixologiya
worms,qurtlar
regulate,tartibga solmoq
farming,dehqonchilik
fasten,mahkamlamoq
actress,aktrisa
etiquette,odob-axloq qoidalari
theater,teatr
thanksgiving,minnatdorchilik
valor,jodu
untouched,berilmagan
tactics,taktika
drug,dori
adverse,salbiy
gaunt,g'amgin
conducting,o'tkazish
veritable,tasdiqlovchi
overtaken,yengillashtirmoq
distorted,buzilgan
rosa,rosa
nina,nina
quart,kvartal
caprice,kapalak
candy,shirinlik
obliging,majbur qiladigan
planets,sayyoralar
soothed,tinch
sic,sika
opium,afyun
pavilion,pavilyon
strait,bo'g'oz
sanguine,sergak
cords,arqonlar
odour,hid
trout,gulmohi
paste,pastroq qilmoq
regularity,muntazamlik
metallic,metallga oid
scrap,parcha
convict,mahkum
instructive,o'rgatadigan
investigate,tekshirmoq
celtic,keltiloq
package,paket
pirate,qaroqchi
fiend,fanda
moan,nola
revealing,oshkora
trades,savdolar
rounds,tur
accomplishments,yutuqlar
crawl,emaklamoq
aft,aft
prevalent,taram-taram
role,rol
dose,doz
evans,evans
hypocrisy,ikkiyuzlamachilik
l,l
salmon,go'shti Qizil baliq
snap,sistemoq
alma,alma
magical,sehrli
tire,shina
hetty,qoyil
impenetrable,yetilmagan
geese,g'ozlarga oid
madly,tentaklarcha
manifold,manifold
noticeable,sezilarli
pudding,puding
volcanic,vulqon
locke,lokal
magnetic,magnit
deals,bitimlar
core,yadro
decency,odob
observance,rioya qilish
durst,durst
scratched,tirnalgan
predecessor,afsuslanma
diplomacy,diplomatiya
wert,ho'llamoq
impartial,xolis
disinterested,befarq
wig,parchasi
pump,nasos
swedish,shvedka
norfolk,niqob
reigns,hukmronlik
similarly,xuddi shunday
reap,o'ramoq
dam,to'g'on
facilities,Muvofiqliklar
slippery,sirg'anchiq
transformation,o'zgartirish
oxygen,kislorod
suburbs,shahar atrofi
dares,zid
ornamental,bezakli
pondered,o'ychanlik bilan
fringe,qovoq
raiment,libos
henrietta,henrietta
wellington,velosiped
foreman,usta
feat,fazilat
thirteenth,o'n uchinchi
sultan,sulton
certificate,guvohnoma
rue,rue
heresy,bid'at
arabia,arabiya
medal,medal
location,Manzil
ether,efir
ruby,yoqut
heading,sarlavha
subdue,subdure
adorn,bezatilgan
ancestor,ajdod
warmer,iliqlamoq
cluster,klaster
quotation,tirnoq
fullest,to'la
exposition,ekspozitsiya
custody,qamoqqa olish
thermometer,termometr
plausible,haqiqatga o'xshash
toss,silkitmoq
desperation,umidsizlik
rhetoric,ritorika
scornful,nafratli
bailey,bo'moy
rung,relf
civility,ahamiyatlilik
dingy,dingli
scaffold,iskala
concentration,diqqat
avarice,amirlik
scrape,qirqmoq
pools,basseynlar
oar,eshkak eshish
flutter,hashamat
martyr,shahid
handy,qulay
montague,monag
bait,o'lja
login,tizimga kirish
commotion,hayajon
congenial,tug'ma
drawers,tortma
telescope,teleskop
deposits,omonatlar
edwards,edvard
craving,istirohat qilmoq
bureau,byuro
oscar,oskar
speculative,spekulyativ
huddled,g'urur
diverse,rang-barang
slice,tilim
renaissance,uyg'onish davri
angelo,anglika
meg,meg
murderous,qotil
serenity,xotirjamlik
perspiration,terlamoq
coventry,telbali
impudent,xalaqit beradigan
ardor,hashamatli
necklace,marjon
alight,bir xil
stimulated,rag'batlantirilgan
clifford,qalpord
steadfast,sabotli
genoa,genoa
anglo-saxon,anglo-sakson
courier,kurer
inflamed,yallig'langan
xi,xi
drill,burg'ulash
spelling,imlo
respond,javob bermoq
seriousness,jiddiylik
fourteenth,o'n to'rtinchi
womb,bachadon
literal,tom ma'noda
singers,qo'shiqchilar
usefulness,foydalilik
